AudioMothCode,AudioMothID,SourceFile,Directory,FileName,FileSize,Encoding,NumChannels,SampleRate,AvgBytesPerSec,BitsPerSample,StartDateTime,Duration,Error,Comment,Artist,FileCreateDate,FileType,FileTypeExtension,MIMEType,Time of Day
AM-16,24CE97025B2BF3E6,GRABADOR-SDZG-AM-16/20190627_154000.WAV,GRABADOR-SDZG-AM-16,20190627_154000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 15:40:00,60.00046875,,Recorded at 15:40:00 27/06/2019 (UTC) by AudioMoth 24CE97025B2BF3E6 at gain setting 2 while battery state was 3.9V.,AudioMoth 24CE97025B2BF3E6,2019:12:19 11:06:01-08:00,WAV,WAV,audio/x-wav,15
AM-16,24CE97025B2BF3E6,GRABADOR-SDZG-AM-16/20190615_165000.WAV,GRABADOR-SDZG-AM-16,20190615_165000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 16:50:00,60.00046875,,Recorded at 16:50:00 15/06/2019 (UTC) by AudioMoth 24CE97025B2BF3E6 at gain setting 2 while battery state was 4.4V.,AudioMoth 24CE97025B2BF3E6,2019:12:19 10:12:08-08:00,WAV,WAV,audio/x-wav,16
AM-16,24CE97025B2BF3E6,GRABADOR-SDZG-AM-16/20190616_174000.WAV,GRABADOR-SDZG-AM-16,20190616_174000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 17:40:00,60.00046875,,Recorded at 17:40:00 16/06/2019 (UTC) by AudioMoth 24CE97025B2BF3E6 at gain setting 2 while battery state was 4.4V.,AudioMoth 24CE97025B2BF3E6,2019:12:19 10:16:46-08:00,WAV,WAV,audio/x-wav,17
AM-16,24CE97025B2BF3E6,GRABADOR-SDZG-AM-16/20190630_180000.WAV,GRABADOR-SDZG-AM-16,20190630_180000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 18:00:00,60.00046875,,Recorded at 18:00:00 30/06/2019 (UTC) by AudioMoth 24CE97025B2BF3E6 at gain setting 2 while battery state was 3.7V.,AudioMoth 24CE97025B2BF3E6,2019:12:19 11:20:05-08:00,WAV,WAV,audio/x-wav,18
AM-16,24CE97025B2BF3E6,GRABADOR-SDZG-AM-16/20190630_190000.WAV,GRABADOR-SDZG-AM-16,20190630_190000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 19:00:00,60.00046875,,Recorded at 19:00:00 30/06/2019 (UTC) by AudioMoth 24CE97025B2BF3E6 at gain setting 2 while battery state was 3.6V.,AudioMoth 24CE97025B2BF3E6,2019:12:19 11:20:16-08:00,WAV,WAV,audio/x-wav,19
AM-16,24CE97025B2BF3E6,GRABADOR-SDZG-AM-16/20190624_203000.WAV,GRABADOR-SDZG-AM-16,20190624_203000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 20:30:00,60.00046875,,Recorded at 20:30:00 24/06/2019 (UTC) by AudioMoth 24CE97025B2BF3E6 at gain setting 2 while battery state was 4.0V.,AudioMoth 24CE97025B2BF3E6,2019:12:19 10:53:23-08:00,WAV,WAV,audio/x-wav,20
AM-16,24CE97025B2BF3E6,GRABADOR-SDZG-AM-16/20190614_215000.WAV,GRABADOR-SDZG-AM-16,20190614_215000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 21:50:00,60.00046875,,Recorded at 21:50:00 14/06/2019 (UTC) by AudioMoth 24CE97025B2BF3E6 at gain setting 2 while battery state was 4.4V.,AudioMoth 24CE97025B2BF3E6,2019:12:19 10:08:35-08:00,WAV,WAV,audio/x-wav,21
AM-16,24CE97025B2BF3E6,GRABADOR-SDZG-AM-16/20190615_222000.WAV,GRABADOR-SDZG-AM-16,20190615_222000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 22:20:00,60.00046875,,Recorded at 22:20:00 15/06/2019 (UTC) by AudioMoth 24CE97025B2BF3E6 at gain setting 2 while battery state was 4.4V.,AudioMoth 24CE97025B2BF3E6,2019:12:19 10:13:09-08:00,WAV,WAV,audio/x-wav,22
AM-16,24CE97025B2BF3E6,GRABADOR-SDZG-AM-16/20190628_233000.WAV,GRABADOR-SDZG-AM-16,20190628_233000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 23:30:00,60.00046875,,Recorded at 23:30:00 28/06/2019 (UTC) by AudioMoth 24CE97025B2BF3E6 at gain setting 2 while battery state was 3.9V.,AudioMoth 24CE97025B2BF3E6,2019:12:19 11:12:02-08:00,WAV,WAV,audio/x-wav,23
AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190620_005000.WAV,GRABADOR-SDZG-AM-17,20190620_005000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 00:50:00,60.00046875,,Recorded at 00:50:00 20/06/2019 (UTC) by AudioMoth 248C7D075B2BF163 at gain setting 2 while battery state was 4.1V.,AudioMoth 248C7D075B2BF163,2019:12:09 15:03:10-08:00,WAV,WAV,audio/x-wav,00
AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190621_010000.WAV,GRABADOR-SDZG-AM-17,20190621_010000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 01:00:00,60.00046875,,Recorded at 01:00:00 21/06/2019 (UTC) by AudioMoth 248C7D075B2BF163 at gain setting 2 while battery state was 4.1V.,AudioMoth 248C7D075B2BF163,2019:12:09 15:15:40-08:00,WAV,WAV,audio/x-wav,01
AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190630_025000.WAV,GRABADOR-SDZG-AM-17,20190630_025000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 02:50:00,60.00046875,,Recorded at 02:50:00 30/06/2019 (UTC) by AudioMoth 248C7D075B2BF163 at gain setting 2 while battery state was 3.6V.,AudioMoth 248C7D075B2BF163,2019:12:09 17:08:06-08:00,WAV,WAV,audio/x-wav,02
AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190626_035000.WAV,GRABADOR-SDZG-AM-17,20190626_035000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 03:50:00,60.00046875,,Recorded at 03:50:00 26/06/2019 (UTC) by AudioMoth 248C7D075B2BF163 at gain setting 2 while battery state was 3.9V.,AudioMoth 248C7D075B2BF163,2019:12:09 16:19:14-08:00,WAV,WAV,audio/x-wav,03
AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190619_040000.WAV,GRABADOR-SDZG-AM-17,20190619_040000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 04:00:00,60.00046875,,Recorded at 04:00:00 19/06/2019 (UTC) by AudioMoth 248C7D075B2BF163 at gain setting 2 while battery state was 4.2V.,AudioMoth 248C7D075B2BF163,2019:12:09 14:52:24-08:00,WAV,WAV,audio/x-wav,04
AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190613_055000.WAV,GRABADOR-SDZG-AM-17,20190613_055000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 05:50:00,60.00046875,,Recorded at 05:50:00 13/06/2019 (UTC) by AudioMoth 248C7D075B2BF163 at gain setting 2 while battery state was 4.4V.,AudioMoth 248C7D075B2BF163,2019:12:09 13:39:04-08:00,WAV,WAV,audio/x-wav,05
AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190615_063000.WAV,GRABADOR-SDZG-AM-17,20190615_063000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 06:30:00,60.00046875,,Recorded at 06:30:00 15/06/2019 (UTC) by AudioMoth 248C7D075B2BF163 at gain setting 2 while battery state was 4.4V.,AudioMoth 248C7D075B2BF163,2019:12:09 14:04:07-08:00,WAV,WAV,audio/x-wav,06
AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190615_071000.WAV,GRABADOR-SDZG-AM-17,20190615_071000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 07:10:00,60.00046875,,Recorded at 07:10:00 15/06/2019 (UTC) by AudioMoth 248C7D075B2BF163 at gain setting 2 while battery state was 4.4V.,AudioMoth 248C7D075B2BF163,2019:12:09 14:04:27-08:00,WAV,WAV,audio/x-wav,07
AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190622_082000.WAV,GRABADOR-SDZG-AM-17,20190622_082000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 08:20:00,60.00046875,,Recorded at 08:20:00 22/06/2019 (UTC) by AudioMoth 248C7D075B2BF163 at gain setting 2 while battery state was 4.0V.,AudioMoth 248C7D075B2BF163,2019:12:09 15:31:52-08:00,WAV,WAV,audio/x-wav,08
AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190623_094000.WAV,GRABADOR-SDZG-AM-17,20190623_094000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 09:40:00,60.00046875,,Recorded at 09:40:00 23/06/2019 (UTC) by AudioMoth 248C7D075B2BF163 at gain setting 2 while battery state was 4.0V.,AudioMoth 248C7D075B2BF163,2019:12:09 15:44:59-08:00,WAV,WAV,audio/x-wav,09
AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190615_103000.WAV,GRABADOR-SDZG-AM-17,20190615_103000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 10:30:00,60.00046875,,Recorded at 10:30:00 15/06/2019 (UTC) by AudioMoth 248C7D075B2BF163 at gain setting 2 while battery state was 4.4V.,AudioMoth 248C7D075B2BF163,2019:12:09 14:06:10-08:00,WAV,WAV,audio/x-wav,10
AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190630_110000.WAV,GRABADOR-SDZG-AM-17,20190630_110000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 11:00:00,60.00046875,,Recorded at 11:00:00 30/06/2019 (UTC) by AudioMoth 248C7D075B2BF163 at gain setting 2 while battery state was 3.6V.,AudioMoth 248C7D075B2BF163,2019:12:09 17:11:29-08:00,WAV,WAV,audio/x-wav,11
AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190629_122000.WAV,GRABADOR-SDZG-AM-17,20190629_122000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 12:20:00,60.00046875,,Recorded at 12:20:00 29/06/2019 (UTC) by AudioMoth 248C7D075B2BF163 at gain setting 2 while battery state was 3.6V.,AudioMoth 248C7D075B2BF163,2019:12:09 17:00:51-08:00,WAV,WAV,audio/x-wav,12
AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190615_135000.WAV,GRABADOR-SDZG-AM-17,20190615_135000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 13:50:00,60.00046875,,Recorded at 13:50:00 15/06/2019 (UTC) by AudioMoth 248C7D075B2BF163 at gain setting 2 while battery state was 4.4V.,AudioMoth 248C7D075B2BF163,2019:12:09 14:07:54-08:00,WAV,WAV,audio/x-wav,13
AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190616_141000.WAV,GRABADOR-SDZG-AM-17,20190616_141000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 14:10:00,60.00046875,,Recorded at 14:10:00 16/06/2019 (UTC) by AudioMoth 248C7D075B2BF163 at gain setting 2 while battery state was 4.3V.,AudioMoth 248C7D075B2BF163,2019:12:09 14:20:27-08:00,WAV,WAV,audio/x-wav,14
AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190628_153000.WAV,GRABADOR-SDZG-AM-17,20190628_153000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 15:30:00,60.00046875,,Recorded at 15:30:00 28/06/2019 (UTC) by AudioMoth 248C7D075B2BF163 at gain setting 2 while battery state was 3.7V.,AudioMoth 248C7D075B2BF163,2019:12:09 16:50:04-08:00,WAV,WAV,audio/x-wav,15
AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190618_164000.WAV,GRABADOR-SDZG-AM-17,20190618_164000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 16:40:00,60.00046875,,Recorded at 16:40:00 18/06/2019 (UTC) by AudioMoth 248C7D075B2BF163 at gain setting 2 while battery state was 4.2V.,AudioMoth 248C7D075B2BF163,2019:12:09 14:46:33-08:00,WAV,WAV,audio/x-wav,16
AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190615_173000.WAV,GRABADOR-SDZG-AM-17,20190615_173000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 17:30:00,60.00046875,,Recorded at 17:30:00 15/06/2019 (UTC) by AudioMoth 248C7D075B2BF163 at gain setting 2 while battery state was 4.3V.,AudioMoth 248C7D075B2BF163,2019:12:09 14:09:47-08:00,WAV,WAV,audio/x-wav,17
AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190618_181000.WAV,GRABADOR-SDZG-AM-17,20190618_181000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 18:10:00,60.00046875,,Recorded at 18:10:00 18/06/2019 (UTC) by AudioMoth 248C7D075B2BF163 at gain setting 2 while battery state was 4.2V.,AudioMoth 248C7D075B2BF163,2019:12:09 14:47:19-08:00,WAV,WAV,audio/x-wav,18
AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190619_190000.WAV,GRABADOR-SDZG-AM-17,20190619_190000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 19:00:00,60.00046875,,Recorded at 19:00:00 19/06/2019 (UTC) by AudioMoth 248C7D075B2BF163 at gain setting 2 while battery state was 4.2V.,AudioMoth 248C7D075B2BF163,2019:12:09 15:00:10-08:00,WAV,WAV,audio/x-wav,19
AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190620_204000.WAV,GRABADOR-SDZG-AM-17,20190620_204000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 20:40:00,60.00046875,,Recorded at 20:40:00 20/06/2019 (UTC) by AudioMoth 248C7D075B2BF163 at gain setting 2 while battery state was 4.1V.,AudioMoth 248C7D075B2BF163,2019:12:09 15:13:26-08:00,WAV,WAV,audio/x-wav,20
AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190615_212000.WAV,GRABADOR-SDZG-AM-17,20190615_212000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 21:20:00,60.00046875,,Recorded at 21:20:00 15/06/2019 (UTC) by AudioMoth 248C7D075B2BF163 at gain setting 2 while battery state was 4.3V.,AudioMoth 248C7D075B2BF163,2019:12:09 14:11:46-08:00,WAV,WAV,audio/x-wav,21
AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190614_223000.WAV,GRABADOR-SDZG-AM-17,20190614_223000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 22:30:00,60.00046875,,Recorded at 22:30:00 14/06/2019 (UTC) by AudioMoth 248C7D075B2BF163 at gain setting 2 while battery state was 4.4V.,AudioMoth 248C7D075B2BF163,2019:12:09 13:59:59-08:00,WAV,WAV,audio/x-wav,22
AM-17,248C7D075B2BF163,GRABADOR-SDZG-AM-17/20190628_230000.WAV,GRABADOR-SDZG-AM-17,20190628_230000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 23:00:00,60.00046875,,Recorded at 23:00:00 28/06/2019 (UTC) by AudioMoth 248C7D075B2BF163 at gain setting 2 while battery state was 3.7V.,AudioMoth 248C7D075B2BF163,2019:12:09 16:53:57-08:00,WAV,WAV,audio/x-wav,23
AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190629_002000.WAV,GRABADOR-SDZG-AM-2,20190629_002000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 00:20:00,60.00046875,,Recorded at 00:20:00 29/06/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 4.0V.,AudioMoth 248C7D075B2BF148,2019:12:08 07:23:36-08:00,WAV,WAV,audio/x-wav,00
AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190621_011000.WAV,GRABADOR-SDZG-AM-2,20190621_011000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 01:10:00,60.00046875,,Recorded at 01:10:00 21/06/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 4.3V.,AudioMoth 248C7D075B2BF148,2019:12:08 05:44:29-08:00,WAV,WAV,audio/x-wav,01
AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190617_024000.WAV,GRABADOR-SDZG-AM-2,20190617_024000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 02:40:00,60.00046875,,Recorded at 02:40:00 17/06/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 4.5V.,AudioMoth 248C7D075B2BF148,2019:12:08 04:55:38-08:00,WAV,WAV,audio/x-wav,02
AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190624_034000.WAV,GRABADOR-SDZG-AM-2,20190624_034000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 03:40:00,60.00046875,,Recorded at 03:40:00 24/06/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 4.2V.,AudioMoth 248C7D075B2BF148,2019:12:08 06:23:06-08:00,WAV,WAV,audio/x-wav,03
AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190630_044000.WAV,GRABADOR-SDZG-AM-2,20190630_044000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 04:40:00,60.00046875,,Recorded at 04:40:00 30/06/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 3.9V.,AudioMoth 248C7D075B2BF148,2019:12:08 07:38:18-08:00,WAV,WAV,audio/x-wav,04
AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190622_053000.WAV,GRABADOR-SDZG-AM-2,20190622_053000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 05:30:00,60.00046875,,Recorded at 05:30:00 22/06/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 4.2V.,AudioMoth 248C7D075B2BF148,2019:12:08 05:59:10-08:00,WAV,WAV,audio/x-wav,05
AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190622_065000.WAV,GRABADOR-SDZG-AM-2,20190622_065000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 06:50:00,60.00046875,,Recorded at 06:50:00 22/06/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 4.2V.,AudioMoth 248C7D075B2BF148,2019:12:08 05:59:51-08:00,WAV,WAV,audio/x-wav,06
AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190627_070000.WAV,GRABADOR-SDZG-AM-2,20190627_070000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 07:00:00,60.00046875,,Recorded at 07:00:00 27/06/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 4.0V.,AudioMoth 248C7D075B2BF148,2019:12:08 07:02:09-08:00,WAV,WAV,audio/x-wav,07
AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190620_081000.WAV,GRABADOR-SDZG-AM-2,20190620_081000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 08:10:00,60.00046875,,Recorded at 08:10:00 20/06/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 4.3V.,AudioMoth 248C7D075B2BF148,2019:12:08 05:35:40-08:00,WAV,WAV,audio/x-wav,08
AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190625_095000.WAV,GRABADOR-SDZG-AM-2,20190625_095000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 09:50:00,60.00046875,,Recorded at 09:50:00 25/06/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 4.1V.,AudioMoth 248C7D075B2BF148,2019:12:08 06:38:44-08:00,WAV,WAV,audio/x-wav,09
AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190616_104000.WAV,GRABADOR-SDZG-AM-2,20190616_104000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 10:40:00,60.00046875,,Recorded at 10:40:00 16/06/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 4.5V.,AudioMoth 248C7D075B2BF148,2019:12:08 04:47:22-08:00,WAV,WAV,audio/x-wav,10
AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190630_115000.WAV,GRABADOR-SDZG-AM-2,20190630_115000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 11:50:00,60.00046875,,Recorded at 11:50:00 30/06/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 3.9V.,AudioMoth 248C7D075B2BF148,2019:12:08 07:42:00-08:00,WAV,WAV,audio/x-wav,11
AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190619_120000.WAV,GRABADOR-SDZG-AM-2,20190619_120000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 12:00:00,60.00046875,,Recorded at 12:00:00 19/06/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 4.3V.,AudioMoth 248C7D075B2BF148,2019:12:08 05:25:13-08:00,WAV,WAV,audio/x-wav,12
AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190619_131000.WAV,GRABADOR-SDZG-AM-2,20190619_131000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 13:10:00,60.00046875,,Recorded at 13:10:00 19/06/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 4.3V.,AudioMoth 248C7D075B2BF148,2019:12:08 05:25:49-08:00,WAV,WAV,audio/x-wav,13
AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190621_142000.WAV,GRABADOR-SDZG-AM-2,20190621_142000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 14:20:00,60.00046875,,Recorded at 14:20:00 21/06/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 4.3V.,AudioMoth 248C7D075B2BF148,2019:12:08 05:51:18-08:00,WAV,WAV,audio/x-wav,14
AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190703_154000.WAV,GRABADOR-SDZG-AM-2,20190703_154000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 15:40:00,60.00046875,,Recorded at 15:40:00 03/07/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 3.6V.,AudioMoth 248C7D075B2BF148,2019:12:08 08:21:21-08:00,WAV,WAV,audio/x-wav,15
AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190615_163000.WAV,GRABADOR-SDZG-AM-2,20190615_163000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 16:30:00,60.00046875,,Recorded at 16:30:00 15/06/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 4.7V.,AudioMoth 248C7D075B2BF148,2019:12:08 04:37:59-08:00,WAV,WAV,audio/x-wav,16
AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190617_174000.WAV,GRABADOR-SDZG-AM-2,20190617_174000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 17:40:00,60.00046875,,Recorded at 17:40:00 17/06/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 4.4V.,AudioMoth 248C7D075B2BF148,2019:12:08 05:03:24-08:00,WAV,WAV,audio/x-wav,17
AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190622_183000.WAV,GRABADOR-SDZG-AM-2,20190622_183000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 18:30:00,60.00046875,,Recorded at 18:30:00 22/06/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 4.2V.,AudioMoth 248C7D075B2BF148,2019:12:08 06:05:54-08:00,WAV,WAV,audio/x-wav,18
AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190619_190000.WAV,GRABADOR-SDZG-AM-2,20190619_190000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 19:00:00,60.00046875,,Recorded at 19:00:00 19/06/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 4.4V.,AudioMoth 248C7D075B2BF148,2019:12:08 05:28:51-08:00,WAV,WAV,audio/x-wav,19
AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190616_201000.WAV,GRABADOR-SDZG-AM-2,20190616_201000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 20:10:00,60.00046875,,Recorded at 20:10:00 16/06/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 4.5V.,AudioMoth 248C7D075B2BF148,2019:12:08 04:52:17-08:00,WAV,WAV,audio/x-wav,20
AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190621_213000.WAV,GRABADOR-SDZG-AM-2,20190621_213000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 21:30:00,60.00046875,,Recorded at 21:30:00 21/06/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 4.3V.,AudioMoth 248C7D075B2BF148,2019:12:08 05:55:01-08:00,WAV,WAV,audio/x-wav,21
AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190625_223000.WAV,GRABADOR-SDZG-AM-2,20190625_223000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 22:30:00,60.00046875,,Recorded at 22:30:00 25/06/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 4.1V.,AudioMoth 248C7D075B2BF148,2019:12:08 06:45:18-08:00,WAV,WAV,audio/x-wav,22
AM-2,248C7D075B2BF148,GRABADOR-SDZG-AM-2/20190629_235000.WAV,GRABADOR-SDZG-AM-2,20190629_235000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 23:50:00,60.00046875,,Recorded at 23:50:00 29/06/2019 (UTC) by AudioMoth 248C7D075B2BF148 at gain setting 2 while battery state was 4.0V.,AudioMoth 248C7D075B2BF148,2019:12:08 07:35:47-08:00,WAV,WAV,audio/x-wav,23
AM-20,24796C035B2BF3F4,GRABADOR-SDZG-AM-20/20190620_004000.WAV,GRABADOR-SDZG-AM-20,20190620_004000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 00:40:00,60.00046875,,Recorded at 00:40:00 20/06/2019 (UTC) by AudioMoth 24796C035B2BF3F4 at gain setting 2 while battery state was 4.2V.,AudioMoth 24796C035B2BF3F4,2019:12:17 18:17:46-08:00,WAV,WAV,audio/x-wav,00
AM-20,24796C035B2BF3F4,GRABADOR-SDZG-AM-20/20190620_013000.WAV,GRABADOR-SDZG-AM-20,20190620_013000.WAV,46080360,1.0,1.0,384000.0,768000.0,16.0,1900-01-01 01:30:00,60.00046875,,Recorded at 01:30:00 20/06/2019 (UTC) by AudioMoth 24796C035B2BF3F4 at gain setting 2 while battery state was 4.2V.,AudioMoth 24796C035B2BF3F4,2019:12:17 18:17:56-08:00,WAV,WAV,audio/x-wav,01
